"","created_time","headline","web_url"
"21",2020-04-14,"Economists Aren’t the Ones Pushing to Reopen the Economy","https://www.nytimes.com/2020/04/14/opinion/coronavirus-reopen-economy.html"
"22",2020-04-29,"Who’s Profiting From the Coronavirus Crisis?","https://www.nytimes.com/2020/04/29/opinion/coronavirus-hedge-funds.html"
"23",2020-04-21,"For Southern Italy, the Coronavirus Becomes a War on 2 Fronts","https://www.nytimes.com/2020/04/21/world/europe/italy-coronavirus-south.html"
"24",2020-04-21,"The Fragile Festival Economy","https://www.nytimes.com/2020/04/21/opinion/coronavirus-music-festivals-canceled.html"
"25",2020-04-19,"The Week in Business: Everyone’s Broke, and Relief Runs Dry","https://www.nytimes.com/2020/04/19/business/the-week-in-business-coronavirus-economy-retail.html"
"26",2020-04-22,"The Cold Calculations Governors Will Have to Make Before Reopening","https://www.nytimes.com/2020/04/22/us/politics/coronavirus-reopening-governors-trump.html"
"27",2020-04-16,"‘Nowhere to Hide’ as Unemployment Permeates the Economy","https://www.nytimes.com/2020/04/16/business/economy/unemployment-numbers-coronavirus.html"
"28",2020-04-28,"A Time to Save the Sick and Rescue the Planet","https://www.nytimes.com/2020/04/28/opinion/coronavirus-climate-antonio-guterres.html"
"29",2020-04-26,"The Week in Business: Not Enough Meat, and Too Much Oil","https://www.nytimes.com/2020/04/26/business/the-week-in-business-coronavirus-jobs.html"
"30",2020-04-17,"China’s Economy Shrinks, Ending a Nearly Half-Century of Growth","https://www.nytimes.com/2020/04/16/business/china-coronavirus-economy.html"
"31",2020-04-17,"Stocks Rally After Talk of Reopening Economy","https://www.nytimes.com/2020/04/17/business/stock-market-live-coronavirus.html"
"32",2020-04-27,"Job or Health? Restarting the Economy Threatens to Worsen Economic Inequality","https://www.nytimes.com/2020/04/27/business/economy/coronavirus-economic-inequality.html"
"33",2020-04-24,"Wall Street Rallies, Bucking Drop in Global Stocks","https://www.nytimes.com/2020/04/24/business/stock-market-live-coronavirus.html"
"34",2020-04-28,"Let’s Get Real About Coronavirus Tests","https://www.nytimes.com/2020/04/28/opinion/coronavirus-testing.html"
"35",2020-04-24,"Congress Shovels Trillions at Virus, With No Endgame in Sight","https://www.nytimes.com/2020/04/24/business/congress-coronavirus-stimulus-bill.html"
"36",2020-04-30,"Millions Had Risen Out of Poverty. Coronavirus Is Pulling Them Back.","https://www.nytimes.com/2020/04/30/world/asia/coronavirus-poverty-unemployment.html"
"37",2020-04-21,"Protesters Pushing to Reopen Economy Are ‘Idiots,’ Says Top Manufacturing Lobbyist","https://www.nytimes.com/2020/04/21/business/jay-timmons-coronavirus-protests.html"
"38",2020-04-22,"Airlines and Automakers Consider How to Reopen","https://www.nytimes.com/2020/04/22/business/stock-market-tracker-live-coronavirus.html"
"39",2020-04-16,"It’s the End of the World Economy as We Know It","https://www.nytimes.com/2020/04/16/upshot/world-economy-restructuring-coronavirus.html"
"40",2020-04-09,"What Was the Last Time an Economy Froze Like This?","https://www.nytimes.com/2020/04/09/opinion/coronavirus-global-economy.html"
"41",2020-04-21,"A Wealth Tax Is the Logical Way to Support Coronavirus Relief","https://www.nytimes.com/2020/04/21/opinion/coronavirus-wealth-tax.html"
"42",2020-04-29,"Should There Be Deals During a Pandemic?","https://www.nytimes.com/2020/04/29/business/dealbook/coronavirus-merger-ban.html"
"43",2020-04-21,"Iraq Resists Iranian Pressure to Reopen Border Closed to Slow Covid-19","https://www.nytimes.com/2020/04/21/world/middleeast/iraq-iran-border-virus.html"
"44",2020-04-25,"Nervous Republicans See Trump Sinking, and Taking Senate With Him","https://www.nytimes.com/2020/04/25/us/politics/trump-election-briefings.html"
"45",2020-04-21,"What the Negative Price of Oil Is Telling Us","https://www.nytimes.com/2020/04/21/upshot/negative-oil-price.html"
"46",2020-04-29,"Trump and Kushner Engage in Revisionist History in Boasting of Success Over Virus","https://www.nytimes.com/2020/04/29/us/politics/trump-kushner-coronavirus-revisionist-history.html"
"47",2020-04-22,"Oil Collapse and Covid-19 Create Toxic Geopolitical Stew","https://www.nytimes.com/2020/04/22/world/middleeast/oil-price-collapse-coronavirus.html"
"48",2020-04-17,"W.H.O. Failed to Tell Syrian Kurds of Their First Coronavirus Death: Live Coverage","https://www.nytimes.com/2020/04/17/world/coronavirus-news-updates.html"
"49",2020-04-17,"Trump and His Allies Are Worried About More Than November","https://www.nytimes.com/2020/04/17/opinion/coronavirus-relief-trump.html"
"50",2020-04-28,"China’s Factories Are Back. Its Consumers Aren’t.","https://www.nytimes.com/2020/04/28/business/china-coronavirus-economy.html"
"51",2020-04-25,"Reopening Has Begun. No One Is Sure What Happens Next.","https://www.nytimes.com/2020/04/25/business/economy/coronavirus-economy-reopening.html"
"52",2020-04-28,"Consumer Survey Shows Continued Concern","https://www.nytimes.com/2020/04/28/business/stock-market-today-coronavirus.html"
"53",2020-04-30,"The Coronavirus Could Rewrite the Rules for Silicon Valley","https://www.nytimes.com/2020/04/30/opinion/coronavirus-amazon-earnings.html"
"54",2020-04-15,"Think This Pandemic Is Bad? We Have Another Crisis Coming","https://www.nytimes.com/2020/04/15/opinion/sunday/climate-change-covid-economy.html"
"55",2020-04-18,"Bridging Divides, Most Agree on Economic Outlook: It’s Bleak","https://www.nytimes.com/2020/04/18/business/economy/coronavirus-economy-survey.html"
"56",2020-04-23,"Does New York Survive the Coronavirus?","https://www.nytimes.com/2020/04/23/opinion/the-argument-coronavirus-new-york-city.html"
"57",2020-04-29,"Polls Had Trump Stewing, and Lashing Out at His Own Campaign","https://www.nytimes.com/2020/04/29/us/politics/trump-campaign-reelection-polls.html"
"58",2020-04-11,"Torn Over Reopening Economy, Trump Says He Faces ‘Biggest Decision I’ve Ever Had to Make’","https://www.nytimes.com/2020/04/10/us/politics/coronavirus-trump-economy.html"
"59",2020-04-14,"How Bad Will the Economy Get? Companies Will Provide Clues","https://www.nytimes.com/2020/04/14/business/economy/coronavirus-corporate-earnings-stocks.html"
"60",2020-04-30,"U.S. Stocks Have Their Best Month Since 1987","https://www.nytimes.com/2020/04/30/business/stock-market-today-coronavirus.html"
"61",2020-04-22,"Food, Rent, Health Insurance? Tough Choices in Pandemic Economy","https://www.nytimes.com/2020/04/22/business/economy/coronavirus-budget-savings.html"
"62",2020-04-21,"U.S. Orders Chevron to Stop Producing Oil in Venezuela","https://www.nytimes.com/2020/04/21/business/live-stock-market-trading-coronavirus.html"
"63",2020-04-23,"More Than 4 Million Filed Unemployment Claims Last Week","https://www.nytimes.com/2020/04/23/business/stock-market-coronavirus-live.html"
"64",2020-04-25,"Economic Freeze Cuts Remittances, a Lifeline for Migrants’ Families","https://www.nytimes.com/2020/04/25/world/americas/virus-migrants-mexico-remittances.html"
"65",2020-04-16,"China’s G.D.P. Shrank in the First Quarter","https://www.nytimes.com/2020/04/16/business/stock-market-live-coronavirus.html"
"66",2020-04-30,"Food Lines a Mile Long in America’s Second-Wealthiest State","https://www.nytimes.com/2020/04/30/nyregion/coronavirus-nj-hunger.html"
"67",2020-04-21,"Will Democrats Fold Again?","https://www.nytimes.com/2020/04/21/opinion/coronavirus-stimulus-democrats.html"
"68",2020-04-15,"How the Government Pulls Coronavirus Relief Money Out of Thin Air","https://www.nytimes.com/2020/04/15/business/coronavirus-stimulus-money.html"
"69",2020-04-18,"The Coronavirus in America: The Year Ahead","https://www.nytimes.com/2020/04/18/health/coronavirus-america-future.html"
"70",2020-04-28,"Investors Bet Giant Companies Will Dominate After Crisis","https://www.nytimes.com/2020/04/28/business/coronavirus-stocks.html"
"71",2020-04-30,"Emissions Declines Will Set Records This Year. But It’s Not Good News.","https://www.nytimes.com/2020/04/30/climate/global-emissions-decline.html"
"72",2020-04-18,"The Economic Data Is About to Get Weird","https://www.nytimes.com/2020/04/18/upshot/economic-data-distorted-coronavirus.html"
"73",2020-04-13,"‘Worst Is Over,’ Cuomo Says as States Snub Trump on Restarting Economy","https://www.nytimes.com/2020/04/13/nyregion/new-york-coronavirus-reopen-plan.html"
"74",2020-04-26,"Large, Troubled Companies Got Bailout Money in Small-Business Loan Program","https://www.nytimes.com/2020/04/26/business/coronavirus-small-business-loans-large-companies.html"
"75",2020-04-16,"The Singapore Warning","https://www.nytimes.com/2020/04/16/opinion/coronavirus-reopen-economy-singapore.html"
"76",2020-04-18,"No Fight Over Red Ink Now, but Virus Spending Will Force Tough Choices","https://www.nytimes.com/2020/04/18/us/coronavirus-deficits-spending.html"
"77",2020-04-28,"Businesses Seek Sweeping Shield From Pandemic Liability Before They Reopen","https://www.nytimes.com/2020/04/28/business/businesses-coronavirus-liability.html"
"78",2020-04-22,"Q&A With a Trump Economic Adviser","https://www.nytimes.com/2020/04/22/us/politics/stephen-moore-coronavirus-economy.html"
"79",2020-04-23,"Jobless Numbers Are ‘Eye-Watering’ but Understate the Crisis","https://www.nytimes.com/2020/04/23/business/economy/unemployment-claims-coronavirus.html"
"80",2020-04-30,"Elon Musk and Mark Zuckerberg Aren’t on the Same Page","https://www.nytimes.com/2020/04/30/business/dealbook/musk-zuckerberg-coronavirus-lockdown.html"
"81",2020-04-27,"Stocks Rise as Oil Prices Plunge","https://www.nytimes.com/2020/04/27/business/coronavirus-stock-market-tracker.html"
"82",2020-04-13,"The Coronavirus Stimulus Is Playing Hard to Get","https://www.nytimes.com/2020/04/13/opinion/coronavirus-stimulus-relief.html"
"83",2020-04-20,"Can Investors Trust the Stock Market Rally?","https://www.nytimes.com/2020/04/20/business/stock-market-rally-coronavirus.html"
"84",2020-04-25,"The Paramedics Couldn’t Find Lysol. They Turned to Their Congressman.","https://www.nytimes.com/2020/04/25/us/politics/coronavirus-lawmakers-constituents.html"
"85",2020-04-14,"I.M.F. Predicts Worst Downturn Since the Great Depression","https://www.nytimes.com/2020/04/14/us/politics/coronavirus-economy-recession-depression.html"
"86",2020-04-20,"Dispute Over Virus Testing Delays Deal on Aid to Small Businesses and Hospitals","https://www.nytimes.com/2020/04/20/us/politics/congress-coronavirus-bill.html"
"87",2020-04-14,"An Airline Bailout Is Taking Shape","https://www.nytimes.com/2020/04/14/business/stock-market-covid-coronavirus.html"
"88",2020-04-16,"Starve the Beast, Feed the Depression","https://www.nytimes.com/2020/04/16/opinion/trump-coronavirus-economy.html"
"89",2020-04-17,"Flaws in America’s Plan to Save Midsize Business Portend More Trouble","https://www.nytimes.com/2020/04/17/business/economy/coronavirus-federal-reserve-midsize-business.html"
"90",2020-04-22,"‘Over All a Bit of Numbness Right Now’: One Cafe’s Fight for Virus Relief","https://www.nytimes.com/2020/04/22/business/economy/coronavirus-nyc-restaurants-sba-loans.html"
"91",2020-04-23,"House Passes Relief for Small Businesses and Aid for Hospitals and Testing","https://www.nytimes.com/2020/04/23/us/politics/house-passes-relief-for-small-businesses-and-aid-for-hospitals-and-testing.html"
"92",2020-04-24,"The Next Round of Bailouts Will Name Names","https://www.nytimes.com/2020/04/24/business/dealbook/bailout-fund-oversight-names.html"
"93",2020-04-21,"The Small-Business Aid Program Has Been a Fiasco","https://www.nytimes.com/2020/04/21/opinion/paycheck-protection-program.html"
"94",2020-04-21,"The Quiet Hand of Conservative Groups in the Anti-Lockdown Protests","https://www.nytimes.com/2020/04/21/us/politics/coronavirus-protests-trump.html"
"95",2020-04-09,"While the World Spends on Coronavirus Bailouts, China Holds Back","https://www.nytimes.com/2020/04/09/business/economy/coronavirus-china-economy-stimulus.html"
"96",2020-04-10,"The Next Gauge of the Economy Will Be Corporate Earnings","https://www.nytimes.com/2020/04/10/business/stock-market-today-coronavirus.html"
"97",2020-04-13,"Why We Desperately Need Oversight of the Coronavirus Stimulus Spending","https://www.nytimes.com/2020/04/13/opinion/coronavirus-stimulus-oversight.html"
"98",2020-04-20,"7 Reasons We Can’t Yet Reopen America","https://www.nytimes.com/2020/04/20/opinion/coronavirus-reopen-economy.html"
"99",2020-04-19,"A String Quartet Is Crushed by the Coronavirus","https://www.nytimes.com/2020/04/19/arts/music/string-quartet-coronavirus.html"
"100",2020-04-15,"This Is Not the Time to Let the Market Decide","https://www.nytimes.com/2020/04/15/opinion/coronavirus-trade-medical-supplies.html"
"101",2020-04-06,"In Las Vegas, the Coronavirus Odds Are Not in Our Favor","https://www.nytimes.com/2020/04/06/opinion/las-vegas-coronavirus.html"
"102",2020-04-22,"The State of Fashion Models in a Pandemic","https://www.nytimes.com/2020/04/22/style/coronavirus-models-financial-instability.html"
"103",2020-04-16,"A Decade of Jobs Destroyed in a Month","https://www.nytimes.com/2020/04/16/business/dealbook/coronavirus-jobs-unemployment-claims.html"
"104",2020-04-30,"Stymied in Seeking Benefits, Millions of Unemployed Go Uncounted","https://www.nytimes.com/2020/04/30/business/economy/coronavirus-unemployment-claims.html"
"105",2020-04-16,"A Tale of Two Possible Recoveries","https://www.nytimes.com/2020/04/16/business/tale-two-economic-recoveries.html"
"106",2020-04-23,"Risky Strategy Has Produced Wins for Democrats in Fights Over Pandemic Aid","https://www.nytimes.com/2020/04/23/us/coronavirus-democrats-strategy.html"
"107",2020-04-08,"Europe’s Big Economies Brace for Sharpest Drop Since World War II","https://www.nytimes.com/2020/04/08/business/europe-economy-france-germany.html"
"108",2020-04-14,"Some European Nations Ease Pandemic Rules, but Move Warily","https://www.nytimes.com/2020/04/14/world/europe/coronavirus-reopenings-europe.html"
"109",2020-04-12,"Trump and Allies Push Toward Reopening Economy. But Governors Urge Caution.","https://www.nytimes.com/2020/04/12/us/when-lockdown-ending-coronavirus.html"
"110",2020-04-24,"Mitch McConnell Is Not as Clever as He Thinks He Is","https://www.nytimes.com/2020/04/24/opinion/mitch-mcconnell-states-bankruptcy.html"
"111",2020-04-15,"‘Pretty Catastrophic’ Month for Retailers, and Now a Race to Survive","https://www.nytimes.com/2020/04/15/business/economy/coronavirus-retail-sales.html"
"112",2020-04-19,"White House and Democrats Near Deal on Aid for Small Businesses","https://www.nytimes.com/2020/04/19/us/politics/coronavirus-small-business-aid-congress.html"
"113",2020-04-20,"‘I Don’t Think the New York That We Left Will Be Back for Some Years’","https://www.nytimes.com/2020/04/20/nyregion/new-york-economy-coronavirus.html"
"114",2020-04-16,"Virus Forces a ‘Wartime’ Budget on N.Y.C., With $2 Billion in Cuts","https://www.nytimes.com/2020/04/16/nyregion/nyc-budget-coronavirus.html"
"115",2020-04-18,"A Key G.O.P. Strategy: Blame China. But Trump Goes Off Message.","https://www.nytimes.com/2020/04/18/us/politics/trump-china-virus.html"
"116",2020-04-12,"The Week in Business: Failing to Save Jobs","https://www.nytimes.com/2020/04/12/business/the-week-in-business-coronavirus-jobs.html"
"117",2020-04-17,"Bringing the Economy Back to Life","https://www.nytimes.com/2020/04/17/opinion/robert-rubin-coronavirus-economy.html"
"118",2020-04-15,"Bleak Data Shows Extent of Economic Damage","https://www.nytimes.com/2020/04/15/business/stock-market-today-coronavirus.html"
"119",2020-04-22,"Trump Reaches Back Into His Old Bag of Populist Tricks","https://www.nytimes.com/2020/04/22/opinion/coronavirus-trump.html"
"120",2020-04-13,"Economic Pain Will Persist Long After Lockdowns End","https://www.nytimes.com/2020/04/13/business/coronavirus-economy.html"
"121",2020-04-09,"‘Sudden Black Hole’ for the Economy With Millions More Unemployed","https://www.nytimes.com/2020/04/09/business/economy/unemployment-claim-numbers-coronavirus.html"
"122",2020-04-21,"Senate Approves Aid for Small-Business Loan Program, Hospitals and Testing","https://www.nytimes.com/2020/04/21/us/politics/congress-business-relief-ppp.html"
"123",2020-04-17,"Trump’s Pandemic Tactics Hurt Cubans, Too","https://www.nytimes.com/2020/04/17/opinion/cuba-coronavirus-trump.html"
"124",2020-04-29,"Europe’s Strong Labor Laws Aren’t a Guarantee for Lower-Wage Workers","https://www.nytimes.com/2020/04/29/business/europe-low-income-workers-coronavirus.html"
"125",2020-04-16,"Trump’s Flounder Period","https://www.nytimes.com/2020/04/15/opinion/trump-coronavirus.html"
"126",2020-04-21,"Trump Plans to Suspend Immigration to U.S.","https://www.nytimes.com/2020/04/20/us/politics/trump-immigration.html"
"127",2020-04-26,"How Las Vegas Became Ground Zero for the American Jobs Crisis","https://www.nytimes.com/2020/04/26/us/Coronavirus-unemployment-Las-Vegas.html"
"128",2020-04-08,"Congress Needs a Plan to Confront the Coronavirus. I Have One.","https://www.nytimes.com/2020/04/08/opinion/coronavirus-congress-warren.html"
"129",2020-04-14,"‘This Is Going to Kill Small-Town America’","https://www.nytimes.com/2020/04/14/business/coronavirus-small-towns.html"
"130",2020-04-13,"The Big Deal to Cut Oil Production May Not Be Big Enough","https://www.nytimes.com/2020/04/13/business/economy/coronavirus-oil-opec-trump.html"
"131",2020-04-08,"Fed Emergency Rate Cuts Came as Economy Turned ‘Profoundly Uncertain’","https://www.nytimes.com/2020/04/08/business/economy/fed-emergency-rate-cuts-minutes.html"
"132",2020-04-09,"E.U. Backs Half-Trillion Euro Stimulus, but Balks at Pooling Debt","https://www.nytimes.com/2020/04/09/world/europe/coronavirus-european-union-bailout.html"
"133",2020-04-20,"U.S. Oil Prices Plunge Into Negative Territory: Live Markets Updates","https://www.nytimes.com/2020/04/20/business/stock-market-live-trading-coronavirus.html"
"134",2020-04-21,"‘I’m Just Living a Nightmare’: Oil Industry Braces for Devastation","https://www.nytimes.com/2020/04/21/business/energy-environment/coronavirus-oil-prices-collapse.html"
"135",2020-04-16,"Trump’s ‘Opening Our Country Council’ Runs Into Its Own Opening Problems","https://www.nytimes.com/2020/04/15/us/politics/trump-coronavirus-economy-panel.html"
"136",2020-04-15,"I Helped New York Rebound From 9/11. Here’s How to Recover After the Pandemic.","https://www.nytimes.com/2020/04/15/opinion/coronavirus-new-york-economy.html"
"137",2020-04-17,"The Market Grapples With Fear and the Timing of a Recovery","https://www.nytimes.com/2020/04/17/business/market-fear-timing-recovery.html"
"138",2020-04-13,"Why Trump is Pushing for Higher Oil Prices","https://www.nytimes.com/2020/04/13/business/dealbook/oil-price-opec-deal.html"
"139",2020-04-16,"China Post-Coronavirus: Signs of Life, Censorship and Paranoia","https://www.nytimes.com/2020/04/16/business/china-coronavirus-censorship.html"
"140",2020-04-05,"How Economists Are Trying to Answer Coronavirus Questions","https://www.nytimes.com/2020/04/05/business/economy/coronavirus-economists.html"
"141",2020-04-06,"U.S. Is Nowhere Close to Reopening the Economy, Experts Say","https://www.nytimes.com/2020/04/06/business/economy/coronavirus-economy.html"
"142",2020-04-09,"OPEC Talks to Cut Oil Production Disappoint Traders","https://www.nytimes.com/2020/04/09/business/stock-market-today-coronavirus.html"
"143",2020-04-14,"Stalemate Over Small-Business Aid Deepens as Officials Warn of Funding Lapse","https://www.nytimes.com/2020/04/13/us/politics/small-business-aid-coronavirus.html"
"144",2020-04-20,"Excluded From Bailouts, Mortgage Servicers Face Cash Crunch","https://www.nytimes.com/2020/04/20/us/politics/coronavirus-housing-mortgages.html"
"145",2020-04-23,"The Money Machine That Can Save Cities","https://www.nytimes.com/2020/04/23/opinion/coronavirus-federal-reserve-cities.html"
"146",2020-04-26,"Small-Business Loan Program, Chaotic From Start, Gets 2nd Round","https://www.nytimes.com/2020/04/26/business/ppp-small-business-loans.html"
"147",2020-04-30,"Scrambling the Political Divide: ‘No Normal Recession’","https://www.nytimes.com/2020/04/30/us/politics/josh-hawley-missouri.html"
"148",2020-04-15,"One Person is Overseeing Congress’s Bailout Loans. He Wants Answers.","https://www.nytimes.com/2020/04/15/us/politics/bailout-oversight-ramamurti-coronavirus.html"
"149",2020-04-12,"Boeing’s Problems Predate the Virus. Should the U.S. Come to Its Rescue?","https://www.nytimes.com/2020/04/12/us/politics/coronavirus-boeing-federal-aid.html"
"150",2020-04-14,"Trump Leaps to Call Shots on Reopening Nation, Setting Up Standoff With Governors","https://www.nytimes.com/2020/04/13/us/politics/trump-coronavirus-governors.html"
"151",2020-04-13,"The Supply Chain for Food Is Stressed","https://www.nytimes.com/2020/04/13/business/stocks-today-coronavirus.html"
"152",2020-04-12,"Joe Biden: My Plan to Safely Reopen America","https://www.nytimes.com/2020/04/12/opinion/joe-biden-coronavirus-reopen-america.html"
"153",2020-04-23,"McConnell to Every State: Drop Dead","https://www.nytimes.com/2020/04/23/opinion/mcconnell-coronavirus-states.html"
"154",2020-04-12,"Oil Nations, Prodded by Trump, Reach Deal to Slash Production","https://www.nytimes.com/2020/04/12/business/energy-environment/opec-russia-saudi-arabia-oil-coronavirus.html"
"155",2020-04-28,"Treasury Vows to Recoup Virus Relief Aid Claimed by Big Companies","https://www.nytimes.com/2020/04/28/us/politics/coronavirus-treasury-payment-protection-program.html"
"156",2020-04-15,"Analysis: Will Pandemic Make Trump Rethink National Security?","https://www.nytimes.com/2020/04/15/us/politics/coronavirus-trump-national-security.html"
"157",2020-04-13,"Venezuela’s Maduro, Used to Crises, Faces His Toughest One Yet","https://www.nytimes.com/2020/04/13/world/americas/venezuela-maduro-oil.html"
"158",2020-04-07,"Tiny Digital Businesses Play Key Role in Local Economies, Study Says","https://www.nytimes.com/2020/04/07/technology/tiny-digital-businesses-play-key-role-in-local-economies-study-says.html"
"159",2020-04-09,"Small-Business Aid Stalls in Senate as Democrats Demand More Funds","https://www.nytimes.com/2020/04/09/us/politics/congress-coronavirus-small-businesses.html"
"160",2020-04-30,"States Made It Harder to Get Jobless Benefits. Now That’s Hard to Undo.","https://www.nytimes.com/2020/04/30/upshot/unemployment-state-restrictions-pandemic.html"
"161",2020-04-16,"The Biden Accusation","https://www.nytimes.com/2020/04/16/opinion/the-argument-tara-reade-joe-biden.html"
"162",2020-04-17,"In Denmark, the Rarest of Sights: Classrooms Full of Students","https://www.nytimes.com/2020/04/17/world/europe/denmark-schools-coronavirus.html"
"163",2020-04-27,"Peacocks and Vultures Are Circling the Deficit","https://www.nytimes.com/2020/04/27/opinion/republicans-deficits-coronavirus.html"
"164",2020-04-08,"Don’t Expect a Quarantine Baby Boom","https://www.nytimes.com/2020/04/08/us/coronavirus-baby-boom.html"
"165",2020-04-14,"Why Coronavirus Is Killing African-Americans More Than Others","https://www.nytimes.com/2020/04/14/opinion/sunday/coronavirus-racism-african-americans.html"
"166",2020-04-12,"The Dangerous History of Immunoprivilege","https://www.nytimes.com/2020/04/12/opinion/coronavirus-immunity-passports.html"
"167",2020-04-17,"Jobless Claims by Uber and Lyft Drivers Revive Fight Over Labor Status","https://www.nytimes.com/2020/04/17/business/economy/coronavirus-uber-lyft-unemployment.html"
"168",2020-04-19,"Schools Transform Into ‘Relief’ Kitchens, but Federal Aid Fails to Keep Up","https://www.nytimes.com/2020/04/19/us/politics/coronavirus-school-meals-relief.html"
"169",2020-04-10,"Everything Is Awful. So Why Is the Stock Market Booming?","https://www.nytimes.com/2020/04/10/upshot/virus-stock-market-booming.html"
"170",2020-04-19,"Hollywood’s Specialized Backstage Workers Try to Soldier On","https://www.nytimes.com/2020/04/19/business/media/coronavirus-hollywood-production-jobs.html"
"171",2020-04-10,"Trump Backs Off Tougher Food Stamp Work Rules for Now","https://www.nytimes.com/2020/04/10/us/politics/trump-food-stamps-delay.html"
"172",2020-04-10,"Here’s What the Relief Packages Give Self-Employed Workers","https://www.nytimes.com/article/self-employed-workers-unemployment-coronavirus-stimulus-package.html"
"173",2020-04-09,"We Were Planning an Inequality Project. Then History Lurched.","https://www.nytimes.com/2020/04/09/opinion/sunday/inequality-coronavirus.html"
"174",2020-04-03,"The Business Leaders Trump Asks for Advice on the Coronavirus","https://www.nytimes.com/2020/04/03/business/dealbook/trump-coronavirus-advisors.html"
"175",2020-04-02,"Trump Administration Scales Back Paid Leave in Coronavirus Relief Law","https://www.nytimes.com/2020/04/02/us/politics/coronavirus-paid-leave.html"
"176",2020-04-06,"A Historic Unemployment Crisis","https://www.nytimes.com/2020/04/06/podcasts/the-daily/coronavirus-unemployment-crisis.html"
"177",2020-04-15,"States Are in a Quandary as Taxes Evaporate and Virus Spending Soars","https://www.nytimes.com/2020/04/15/business/economy/state-tax-revenue-debt-coronavirus.html"
"178",2020-04-15,"Small-Business Aid Funds Run Dry as Program Fails to Reach Hardest Hit","https://www.nytimes.com/2020/04/15/us/politics/coronavirus-small-business-program.html"
"179",2020-04-11,"He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus","https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html"
"180",2020-04-08,"Wall Street Rallies as Investors Focus on the Recovery","https://www.nytimes.com/2020/04/08/business/live-stock-market-coronavirus.html"
"181",2020-04-09,"Virus Throws Millions More Out of Work, and Washington Struggles to Keep Pace","https://www.nytimes.com/2020/04/09/business/coronavirus-unemployment-washington.html"
"182",2020-04-07,"Are We Turning a Corner? Investors Are Betting on It","https://www.nytimes.com/2020/04/07/business/dealbook/coronavirus-peak-economy.html"
"183",2020-04-09,"In Scramble for Coronavirus Supplies, Rich Countries Push Poor Aside","https://www.nytimes.com/2020/04/09/world/coronavirus-equipment-rich-poor.html"
